Attack,Attack_Cost,Attack_Perm,AttackSpeed,AttackSpeed_Cost,AttackSpeed_Perm,CriticalChance,CriticalChance_Cost,CriticalChance_Perm,CriticalDamage,CriticalDamage_Cost,CriticalDamage_Perm,AttackRange,AttackRange_Cost,AttackRange_Perm,Health,Health_Cost,Health_Perm,Regeneration,Regeneration_Cost,Regeneration_Perm,Defense,Defense_Cost,Defense_Perm,Reflection,Reflection_Cost,Reflection_Perm,LifeSteal,LifeSteal_Cost,LifeSteal_Perm,GoldMultiplier,GoldMultiplier_Cost,GoldMultiplier_Perm,GoldPerWave,GoldPerWave_Cost,GoldPerWave_Perm,CoinMultiplier,CoinMultiplier_Cost,CoinMultiplier_Perm,CoinPerWave,CoinPerWave_Cost,CoinPerWave_Perm,,,
2881337,268532944,16506554362,,,,,,,,,,,,,5094308309,268532944,16506554362,605658,268532944,16506554362,281276031,751385837,16506554382,,,,,,,,,,,,,,,,,,,,,
2882279,268662725,16514656513,,,,,,,,,,,,,5096814841,268662725,16514656513,605857,268662725,16514656513,281414437,751753855,16514656533,,,,,,,,,,,,,,,,,,,,,
2883222,268792547,16522761314,,,,,,,,,,,,,5099322195,268792547,16522761314,606056,268792547,16522761314,281552889,752121993,16522761334,,,,,,,,,,,,,,,,,,,,,
2884165,268922411,16530868766,,,,,,,,,,,,,5101830371,268922411,16530868766,606254,268922411,16530868766,281691386,752490251,16530868786,,,,,,,,,,,,,,,,,,,,,
2885108,269052317,16538978870,,,,,,,,,,,,,5104339370,269052317,16538978870,606453,269052317,16538978870,281829929,752858629,16538978890,,,,,,,,,,,,,,,,,,,,,
2886051,269182265,16547091626,,,,,,,,,,,,,5106849191,269182265,16547091626,606652,269182265,16547091626,281968517,753227127,16547091646,,,,,,,,,,,,,,,,,,,,,
2886995,269312254,16555207035,,,,,,,,,,,,,5109359834,269312254,16555207035,606851,269312254,16555207035,282107151,753595746,16555207055,,,,,,,,,,,,,,,,,,,,,
2887938,269442286,16563325096,,,,,,,,,,,,,5111871300,269442286,16563325096,607050,269442286,16563325096,282245830,753964484,16563325116,,,,,,,,,,,,,,,,,,,,,
2888882,269572359,16571445812,,,,,,,,,,,,,5114383589,269572359,16571445812,607249,269572359,16571445812,282384554,754333343,16571445832,,,,,,,,,,,,,,,,,,,,,
2889826,269702474,16579569180,,,,,,,,,,,,,5116896701,269702474,16579569180,607448,269702474,16579569180,282523324,754702323,16579569200,,,,,,,,,,,,,,,,,,,,,
2890770,269832631,16587695204,,,,,,,,,,,,,5119410637,269832631,16587695204,607647,269832631,16587695204,282662139,755071422,16587695224,,,,,,,,,,,,,,,,,,,,,
2891714,269962830,16595823882,,,,,,,,,,,,,5121925395,269962830,16595823882,607846,269962830,16595823882,282801000,755440642,16595823902,,,,,,,,,,,,,,,,,,,,,
2892658,270093070,16603955215,,,,,,,,,,,,,5124440977,270093070,16603955215,608045,270093070,16603955215,282939907,755809983,16603955235,,,,,,,,,,,,,,,,,,,,,
2893602,270223353,16612089203,,,,,,,,,,,,,5126957382,270223353,16612089203,608244,270223353,16612089203,283078858,756179443,16612089223,,,,,,,,,,,,,,,,,,,,,
2894547,270353677,16620225848,,,,,,,,,,,,,5129474612,270353677,16620225848,608444,270353677,16620225848,283217856,756549024,16620225868,,,,,,,,,,,,,,,,,,,,,
2895492,270484044,16628365149,,,,,,,,,,,,,5131992664,270484044,16628365149,608643,270484044,16628365149,283356898,756918726,16628365169,,,,,,,,,,,,,,,,,,,,,
2896437,270614452,16636507107,,,,,,,,,,,,,5134511541,270614452,16636507107,608842,270614452,16636507107,283495986,757288548,16636507127,,,,,,,,,,,,,,,,,,,,,
2897382,270744902,16644651723,,,,,,,,,,,,,5137031242,270744902,16644651723,609041,270744902,16644651723,283635120,757658490,16644651743,,,,,,,,,,,,,,,,,,,,,
2898327,270875394,16652798996,,,,,,,,,,,,,5139551767,270875394,16652798996,609241,270875394,16652798996,283774299,758028553,16652799016,,,,,,,,,,,,,,,,,,,,,
2899272,271005928,16660948927,,,,,,,,,,,,,5142073117,271005928,16660948927,609440,271005928,16660948927,283913524,758398736,16660948947,,,,,,,,,,,,,,,,,,,,,
2900218,271136503,16669101517,,,,,,,,,,,,,5144595291,271136503,16669101517,609639,271136503,16669101517,284052795,758769040,16669101537,,,,,,,,,,,,,,,,,,,,,
2901164,271267121,16677256766,,,,,,,,,,,,,5147118289,271267121,16677256766,609839,271267121,16677256766,284192110,759139464,16677256786,,,,,,,,,,,,,,,,,,,,,
2902109,271397781,16685414674,,,,,,,,,,,,,5149642113,271397781,16685414674,610038,271397781,16685414674,284331472,759510009,16685414694,,,,,,,,,,,,,,,,,,,,,
2903055,271528482,16693575243,,,,,,,,,,,,,5152166761,271528482,16693575243,610238,271528482,16693575243,284470879,759880674,16693575263,,,,,,,,,,,,,,,,,,,,,
2904002,271659226,16701738471,,,,,,,,,,,,,5154692234,271659226,16701738471,610437,271659226,16701738471,284610331,760251460,16701738491,,,,,,,,,,,,,,,,,,,,,
2904948,271790011,16709904361,,,,,,,,,,,,,5157218532,271790011,16709904361,610637,271790011,16709904361,284749829,760622366,16709904381,,,,,,,,,,,,,,,,,,,,,
2905894,271920839,16718072912,,,,,,,,,,,,,5159745656,271920839,16718072912,610836,271920839,16718072912,284889373,760993393,16718072932,,,,,,,,,,,,,,,,,,,,,
2906841,272051708,16726244124,,,,,,,,,,,,,5162273605,272051708,16726244124,611036,272051708,16726244124,285028962,761364541,16726244144,,,,,,,,,,,,,,,,,,,,,
2907788,272182619,16734417999,,,,,,,,,,,,,5164802380,272182619,16734417999,611236,272182619,16734417999,285168597,761735810,16734418019,,,,,,,,,,,,,,,,,,,,,
2908735,272313573,16742594536,,,,,,,,,,,,,5167331980,272313573,16742594536,611435,272313573,16742594536,285308277,762107199,16742594556,,,,,,,,,,,,,,,,,,,,,
2909682,272444568,16750773736,,,,,,,,,,,,,5169862406,272444568,16750773736,611635,272444568,16750773736,285448003,762478708,16750773756,,,,,,,,,,,,,,,,,,,,,
2910629,272575605,16758955599,,,,,,,,,,,,,5172393658,272575605,16758955599,611835,272575605,16758955599,285587775,762850339,16758955619,,,,,,,,,,,,,,,,,,,,,
2911576,272706684,16767140126,,,,,,,,,,,,,5174925736,272706684,16767140126,612035,272706684,16767140126,285727592,763222090,16767140146,,,,,,,,,,,,,,,,,,,,,
2912524,272837806,16775327318,,,,,,,,,,,,,5177458641,272837806,16775327318,612234,272837806,16775327318,285867455,763593962,16775327338,,,,,,,,,,,,,,,,,,,,,
2913471,272968969,16783517174,,,,,,,,,,,,,5179992372,272968969,16783517174,612434,272968969,16783517174,286007364,763965955,16783517194,,,,,,,,,,,,,,,,,,,,,
2914419,273100174,16791709695,,,,,,,,,,,,,5182526929,273100174,16791709695,612634,273100174,16791709695,286147318,764338068,16791709715,,,,,,,,,,,,,,,,,,,,,
2915367,273231422,16799904882,,,,,,,,,,,,,5185062313,273231422,16799904882,612834,273231422,16799904882,286287318,764710303,16799904902,,,,,,,,,,,,,,,,,,,,,
2916315,273362711,16808102735,,,,,,,,,,,,,5187598523,273362711,16808102735,613034,273362711,16808102735,286427363,765082658,16808102755,,,,,,,,,,,,,,,,,,,,,
2917264,273494042,16816303254,,,,,,,,,,,,,5190135561,273494042,16816303254,613234,273494042,16816303254,286567454,765455134,16816303274,,,,,,,,,,,,,,,,,,,,,
2918212,273625416,16824506440,,,,,,,,,,,,,5192673426,273625416,16824506440,613434,273625416,16824506440,286707591,765827731,16824506460,,,,,,,,,,,,,,,,,,,,,
2919161,273756831,16832712293,,,,,,,,,,,,,5195212117,273756831,16832712293,613634,273756831,16832712293,286847773,766200449,16832712313,,,,,,,,,,,,,,,,,,,,,
2920110,273888289,16840920814,,,,,,,,,,,,,5197751637,273888289,16840920814,613834,273888289,16840920814,286988002,766573287,16840920834,,,,,,,,,,,,,,,,,,,,,
2921058,274019789,16849132004,,,,,,,,,,,,,5200291983,274019789,16849132004,614034,274019789,16849132004,287128275,766946247,16849132024,,,,,,,,,,,,,,,,,,,,,
2922008,274151330,16857345861,,,,,,,,,,,,,5202833157,274151330,16857345861,614234,274151330,16857345861,287268595,767319327,16857345881,,,,,,,,,,,,,,,,,,,,,
2922957,274282914,16865562388,,,,,,,,,,,,,5205375159,274282914,16865562388,614434,274282914,16865562388,287408960,767692529,16865562408,,,,,,,,,,,,,,,,,,,,,
2923906,274414540,16873781585,,,,,,,,,,,,,5207917989,274414540,16873781585,614635,274414540,16873781585,287549371,768065852,16873781605,,,,,,,,,,,,,,,,,,,,,
2924856,274546208,16882003451,,,,,,,,,,,,,5210461646,274546208,16882003451,614835,274546208,16882003451,287689828,768439295,16882003471,,,,,,,,,,,,,,,,,,,,,
2925805,274677918,16890227987,,,,,,,,,,,,,5213006132,274677918,16890227987,615035,274677918,16890227987,287830330,768812860,16890228007,,,,,,,,,,,,,,,,,,,,,
2926755,274809670,16898455195,,,,,,,,,,,,,5215551446,274809670,16898455195,615235,274809670,16898455195,287970879,769186545,16898455215,,,,,,,,,,,,,,,,,,,,,
2927705,274941464,16906685073,,,,,,,,,,,,,5218097589,274941464,16906685073,615436,274941464,16906685073,288111472,769560352,16906685093,,,,,,,,,,,,,,,,,,,,,
2928655,275073301,16914917623,,,,,,,,,,,,,5220644560,275073301,16914917623,615636,275073301,16914917623,288252112,769934280,16914917643,,,,,,,,,,,,,,,,,,,,,
2929606,275205179,16923152846,,,,,,,,,,,,,5223192359,275205179,16923152846,615836,275205179,16923152846,288392798,770308329,16923152866,,,,,,,,,,,,,,,,,,,,,
2930556,275337100,16931390740,,,,,,,,,,,,,5225740988,275337100,16931390740,616037,275337100,16931390740,288533529,770682499,16931390760,,,,,,,,,,,,,,,,,,,,,
2931507,275469062,16939631308,,,,,,,,,,,,,5228290445,275469062,16939631308,616237,275469062,16939631308,288674306,771056790,16939631328,,,,,,,,,,,,,,,,,,,,,
2932458,275601067,16947874549,,,,,,,,,,,,,5230840731,275601067,16947874549,616438,275601067,16947874549,288815128,771431202,16947874569,,,,,,,,,,,,,,,,,,,,,
2933408,275733114,16956120464,,,,,,,,,,,,,5233391847,275733114,16956120464,616638,275733114,16956120464,288955997,771805735,16956120484,,,,,,,,,,,,,,,,,,,,,
2934360,275865204,16964369053,,,,,,,,,,,,,5235943792,275865204,16964369053,616839,275865204,16964369053,289096911,772180390,16964369073,,,,,,,,,,,,,,,,,,,,,
2935311,275997335,16972620316,,,,,,,,,,,,,5238496566,275997335,16972620316,617040,275997335,16972620316,289237872,772555166,16972620336,,,,,,,,,,,,,,,,,,,,,
2936262,276129508,16980874255,,,,,,,,,,,,,5241050170,276129508,16980874255,617240,276129508,16980874255,289378878,772930063,16980874275,,,,,,,,,,,,,,,,,,,,,
2937214,276261724,16989130869,,,,,,,,,,,,,5243604604,276261724,16989130869,617441,276261724,16989130869,289519929,773305082,16989130889,,,,,,,,,,,,,,,,,,,,,
2938165,276393982,16997390160,,,,,,,,,,,,,5246159868,276393982,16997390160,617641,276393982,16997390160,289661027,773680221,16997390180,,,,,,,,,,,,,,,,,,,,,
2939117,276526282,17005652126,,,,,,,,,,,,,5248715961,276526282,17005652126,617842,276526282,17005652126,289802170,774055482,17005652146,,,,,,,,,,,,,,,,,,,,,
2940069,276658624,17013916770,,,,,,,,,,,,,5251272885,276658624,17013916770,618043,276658624,17013916770,289943360,774430865,17013916790,,,,,,,,,,,,,,,,,,,,,
2941021,276791009,17022184090,,,,,,,,,,,,,5253830639,276791009,17022184090,618244,276791009,17022184090,290084595,774806368,17022184110,,,,,,,,,,,,,,,,,,,,,
2941974,276923436,17030454089,,,,,,,,,,,,,5256389223,276923436,17030454089,618445,276923436,17030454089,290225876,775181993,17030454109,,,,,,,,,,,,,,,,,,,,,
2942926,277055905,17038726765,,,,,,,,,,,,,5258948638,277055905,17038726765,618645,277055905,17038726765,290367203,775557740,17038726785,,,,,,,,,,,,,,,,,,,,,
2943879,277188416,17047002121,,,,,,,,,,,,,5261508884,277188416,17047002121,618846,277188416,17047002121,290508575,775933607,17047002141,,,,,,,,,,,,,,,,,,,,,
2944832,277320969,17055280155,,,,,,,,,,,,,5264069960,277320969,17055280155,619047,277320969,17055280155,290649994,776309597,17055280175,,,,,,,,,,,,,,,,,,,,,
2945784,277453565,17063560868,,,,,,,,,,,,,5266631868,277453565,17063560868,619248,277453565,17063560868,290791459,776685707,17063560888,,,,,,,,,,,,,,,,,,,,,
2946738,277586203,17071844262,,,,,,,,,,,,,5269194606,277586203,17071844262,619449,277586203,17071844262,290932969,777061939,17071844282,,,,,,,,,,,,,,,,,,,,,
2947691,277718883,17080130335,,,,,,,,,,,,,5271758176,277718883,17080130335,619650,277718883,17080130335,291074525,777438293,17080130355,,,,,,,,,,,,,,,,,,,,,
2948644,277851605,17088419090,,,,,,,,,,,,,5274322577,277851605,17088419090,619851,277851605,17088419090,291216127,777814768,17088419110,,,,,,,,,,,,,,,,,,,,,
2949598,277984370,17096710526,,,,,,,,,,,,,5276887810,277984370,17096710526,620052,277984370,17096710526,291357776,778191365,17096710546,,,,,,,,,,,,,,,,,,,,,
2950551,278117177,17105004643,,,,,,,,,,,,,5279453874,278117177,17105004643,620253,278117177,17105004643,291499470,778568083,17105004663,,,,,,,,,,,,,,,,,,,,,
2951505,278250026,17113301442,,,,,,,,,,,,,5282020770,278250026,17113301442,620455,278250026,17113301442,291641210,778944923,17113301462,,,,,,,,,,,,,,,,,,,,,
2952459,278382917,17121600924,,,,,,,,,,,,,5284588497,278382917,17121600924,620656,278382917,17121600924,291782996,779321884,17121600944,,,,,,,,,,,,,,,,,,,,,
2953413,278515851,17129903088,,,,,,,,,,,,,5287157057,278515851,17129903088,620857,278515851,17129903088,291924827,779698967,17129903108,,,,,,,,,,,,,,,,,,,,,
2954368,278648827,17138207936,,,,,,,,,,,,,5289726449,278648827,17138207936,621058,278648827,17138207936,292066705,780076171,17138207956,,,,,,,,,,,,,,,,,,,,,
2955322,278781845,17146515468,,,,,,,,,,,,,5292296674,278781845,17146515468,621259,278781845,17146515468,292208629,780453497,17146515488,,,,,,,,,,,,,,,,,,,,,
2956277,278914906,17154825684,,,,,,,,,,,,,5294867730,278914906,17154825684,621461,278914906,17154825684,292350599,780830945,17154825704,,,,,,,,,,,,,,,,,,,,,
2957232,279048009,17163138585,,,,,,,,,,,,,5297439620,279048009,17163138585,621662,279048009,17163138585,292492615,781208515,17163138605,,,,,,,,,,,,,,,,,,,,,
2958187,279181154,17171454170,,,,,,,,,,,,,5300012342,279181154,17171454170,621863,279181154,17171454170,292634676,781586206,17171454190,,,,,,,,,,,,,,,,,,,,,
2959142,279314342,17179772441,,,,,,,,,,,,,5302585896,279314342,17179772441,622065,279314342,17179772441,292776784,781964019,17179772461,,,,,,,,,,,,,,,,,,,,,
2960097,279447572,17188093398,,,,,,,,,,,,,5305160284,279447572,17188093398,622266,279447572,17188093398,292918938,782341953,17188093418,,,,,,,,,,,,,,,,,,,,,
2961052,279580844,17196417042,,,,,,,,,,,,,5307735505,279580844,17196417042,622468,279580844,17196417042,293061138,782720009,17196417062,,,,,,,,,,,,,,,,,,,,,
2962008,279714159,17204743372,,,,,,,,,,,,,5310311559,279714159,17204743372,622669,279714159,17204743372,293203383,783098188,17204743392,,,,,,,,,,,,,,,,,,,,,
2962963,279847516,17213072389,,,,,,,,,,,,,5312888447,279847516,17213072389,622871,279847516,17213072389,293345675,783476487,17213072409,,,,,,,,,,,,,,,,,,,,,
2963919,279980915,17221404095,,,,,,,,,,,,,5315466168,279980915,17221404095,623072,279980915,17221404095,293488013,783854909,17221404115,,,,,,,,,,,,,,,,,,,,,
2964875,280114357,17229738488,,,,,,,,,,,,,5318044722,280114357,17229738488,623274,280114357,17229738488,293630397,784233453,17229738508,,,,,,,,,,,,,,,,,,,,,
2965832,280247841,17238075570,,,,,,,,,,,,,5320624111,280247841,17238075570,623476,280247841,17238075570,293772827,784612118,17238075590,,,,,,,,,,,,,,,,,,,,,
2966788,280381368,17246415340,,,,,,,,,,,,,5323204333,280381368,17246415340,623677,280381368,17246415340,293915302,784990905,17246415360,,,,,,,,,,,,,,,,,,,,,
2967744,280514937,17254757801,,,,,,,,,,,,,5325785389,280514937,17254757801,623879,280514937,17254757801,294057824,785369815,17254757821,,,,,,,,,,,,,,,,,,,,,
2968701,280648548,17263102951,,,,,,,,,,,,,5328367280,280648548,17263102951,624081,280648548,17263102951,294200392,785748846,17263102971,,,,,,,,,,,,,,,,,,,,,
2969658,280782202,17271450791,,,,,,,,,,,,,5330950005,280782202,17271450791,624282,280782202,17271450791,294343007,786127999,17271450811,,,,,,,,,,,,,,,,,,,,,
2970615,280915898,17279801322,,,,,,,,,,,,,5333533564,280915898,17279801322,624484,280915898,17279801322,294485667,786507274,17279801342,,,,,,,,,,,,,,,,,,,,,
2971572,281049637,17288154544,,,,,,,,,,,,,5336117958,281049637,17288154544,624686,281049637,17288154544,294628373,786886670,17288154564,,,,,,,,,,,,,,,,,,,,,
2972529,281183418,17296510458,,,,,,,,,,,,,5338703187,281183418,17296510458,624888,281183418,17296510458,294771125,787266189,17296510478,,,,,,,,,,,,,,,,,,,,,
2973486,281317241,17304869063,,,,,,,,,,,,,5341289250,281317241,17304869063,625090,281317241,17304869063,294913924,787645830,17304869083,,,,,,,,,,,,,,,,,,,,,
2974444,281451107,17313230361,,,,,,,,,,,,,5343876149,281451107,17313230361,625292,281451107,17313230361,295056769,788025593,17313230381,,,,,,,,,,,,,,,,,,,,,
2975402,281585015,17321594352,,,,,,,,,,,,,5346463883,281585015,17321594352,625494,281585015,17321594352,295199659,788405478,17321594372,,,,,,,,,,,,,,,,,,,,,
2976359,281718966,17329961037,,,,,,,,,,,,,5349052451,281718966,17329961037,625696,281718966,17329961037,295342596,788785485,17329961057,,,,,,,,,,,,,,,,,,,,,
2977318,281852959,17338330415,,,,,,,,,,,,,5351641856,281852959,17338330415,625898,281852959,17338330415,295485579,789165614,17338330435,,,,,,,,,,,,,,,,,,,,,
2978276,281986995,17346702487,,,,,,,,,,,,,5354232096,281986995,17346702487,626100,281986995,17346702487,295628608,789545866,17346702507,,,,,,,,,,,,,,,,,,,,,
2979234,282121073,17355077254,,,,,,,,,,,,,5356823171,282121073,17355077254,626302,282121073,17355077254,295771683,789926239,17355077274,,,,,,,,,,,,,,,,,,,,,
2980192,282255194,17363454716,,,,,,,,,,,,,5359415082,282255194,17363454716,626504,282255194,17363454716,295914805,790306734,17363454736,,,,,,,,,,,,,,,,,,,,,
2981151,282389357,17371834873,,,,,,,,,,,,,5362007829,282389357,17371834873,626706,282389357,17371834873,296057972,790687352,17371834893,,,,,,,,,,,,,,,,,,,,,
2982110,282523563,17380217726,,,,,,,,,,,,,5364601413,282523563,17380217726,626908,282523563,17380217726,296201186,791068092,17380217746,,,,,,,,,,,,,,,,,,,,,
2983069,282657811,17388603276,,,,,,,,,,,,,5367195832,282657811,17388603276,627111,282657811,17388603276,296344446,791448954,17388603296,,,,,,,,,,,,,,,,,,,,,
2984028,282792102,17396991522,,,,,,,,,,,,,5369791088,282792102,17396991522,627313,282792102,17396991522,296487752,791829938,17396991542,,,,,,,,,,,,,,,,,,,,,
2984987,282926435,17405382466,,,,,,,,,,,,,5372387180,282926435,17405382466,627515,282926435,17405382466,296631105,792211045,17405382486,,,,,,,,,,,,,,,,,,,,,
2985947,283060810,17413776107,,,,,,,,,,,,,5374984109,283060810,17413776107,627717,283060810,17413776107,296774503,792592274,17413776127,,,,,,,,,,,,,,,,,,,,,
2986906,283195229,17422172446,,,,,,,,,,,,,5377581875,283195229,17422172446,627920,283195229,17422172446,296917948,792973625,17422172466,,,,,,,,,,,,,,,,,,,,,
2987866,283329689,17430571484,,,,,,,,,,,,,5380180477,283329689,17430571484,628122,283329689,17430571484,297061439,793355098,17430571504,,,,,,,,,,,,,,,,,,,,,
2988826,283464193,17438973221,,,,,,,,,,,,,5382779917,283464193,17438973221,628325,283464193,17438973221,297204976,793736694,17438973241,,,,,,,,,,,,,,,,,,,,,
2989786,283598738,17447377657,,,,,,,,,,,,,5385380194,283598738,17447377657,628527,283598738,17447377657,297348559,794118412,17447377677,,,,,,,,,,,,,,,,,,,,,
2990746,283733327,17455784793,,,,,,,,,,,,,5387981308,283733327,17455784793,628730,283733327,17455784793,297492189,794500252,17455784813,,,,,,,,,,,,,,,,,,,,,
2991706,283867958,17464194629,,,,,,,,,,,,,5390583259,283867958,17464194629,628932,283867958,17464194629,297635865,794882215,17464194649,,,,,,,,,,,,,,,,,,,,,
2992667,284002631,17472607166,,,,,,,,,,,,,5393186048,284002631,17472607166,629135,284002631,17472607166,297779587,795264300,17472607186,,,,,,,,,,,,,,,,,,,,,
2993627,284137347,17481022404,,,,,,,,,,,,,5395789675,284137347,17481022404,629337,284137347,17481022404,297923355,795646508,17481022424,,,,,,,,,,,,,,,,,,,,,
2994588,284272106,17489440343,,,,,,,,,,,,,5398394139,284272106,17489440343,629540,284272106,17489440343,298067170,796028838,17489440363,,,,,,,,,,,,,,,,,,,,,
2995549,284406907,17497860985,,,,,,,,,,,,,5400999441,284406907,17497860985,629742,284406907,17497860985,298211031,796411290,17497861005,,,,,,,,,,,,,,,,,,,,,
2996510,284541751,17506284328,,,,,,,,,,,,,5403605582,284541751,17506284328,629945,284541751,17506284328,298354938,796793865,17506284348,,,,,,,,,,,,,,,,,,,,,
2997471,284676638,17514710375,,,,,,,,,,,,,5406212561,284676638,17514710375,630148,284676638,17514710375,298498892,797176563,17514710395,,,,,,,,,,,,,,,,,,,,,
2998433,284811567,17523139125,,,,,,,,,,,,,5408820378,284811567,17523139125,630351,284811567,17523139125,298642891,797559382,17523139145,,,,,,,,,,,,,,,,,,,,,
2999394,284946538,17531570579,,,,,,,,,,,,,5411429033,284946538,17531570579,630553,284946538,17531570579,298786937,797942325,17531570599,,,,,,,,,,,,,,,,,,,,,
3000356,285081553,17540004737,,,,,,,,,,,,,5414038528,285081553,17540004737,630756,285081553,17540004737,298931030,798325390,17540004757,,,,,,,,,,,,,,,,,,,,,
3001318,285216610,17548441599,,,,,,,,,,,,,5416648861,285216610,17548441599,630959,285216610,17548441599,299075169,798708578,17548441619,,,,,,,,,,,,,,,,,,,,,
