HP,Damage
592.41O,650.68B
593.12O,651.57B
593.28O,651.73B
608.71O,658.41B
608.87O,658.56B
609.02O,658.72B
609.28O,659.08B
609.43O,659.24B
609.59O,659.40B
609.74O,659.56B
609.90O,659.72B
610.28O,660.33B
610.44O,660.49B
610.59O,660.65B
610.75O,660.81B
610.90O,660.97B
611.16O,661.33B
630.20O,668.10B
630.36O,668.26B
630.52O,668.42B
630.68O,668.58B
653.16O,672.55B
653.33O,672.71B
725.38O,672.87B
725.56O,673.03B
725.75O,673.19B
726.23O,673.69B
726.41O,673.85B
726.60O,674.01B
726.78O,674.17B
726.97O,674.33B
727.42O,674.96B
727.60O,675.12B
727.79O,675.28B
750.43O,682.20B
750.62O,682.36B
750.93O,682.74B
751.12O,682.90B
751.31O,683.06B
751.50O,683.23B
751.70O,683.39B
752.16O,684.02B
752.35O,684.19B
752.55O,684.35B
752.74O,684.51B
752.93O,684.68B
753.24O,685.05B
753.43O,685.22B
753.62O,685.38B
753.81O,685.54B
754.01O,685.71B
888.86O,718.45B
889.09O,718.63B
889.31O,718.80B
889.54O,718.97B
889.76O,719.14B
890.13O,719.53B
890.36O,719.70B
890.58O,719.88B
890.81O,720.05B
891.04O,720.22B
891.59O,720.89B
891.81O,721.06B
892.04O,721.23B
892.27O,721.40B
892.49O,721.58B
892.86O,721.97B
893.09O,722.14B
893.32O,722.31B
893.54O,722.48B
893.77O,722.66B
894.32O,723.33B
894.55O,723.50B
894.77O,723.67B
895.00O,723.84B
918.28O,731.26B
918.89O,731.79B
919.12O,731.96B
919.35O,732.14B
919.58O,732.31B
919.82O,732.48B
952.60O,736.83B
952.84O,737.00B
953.08O,737.18B
953.32O,737.35B
953.56O,737.53B
1.08N,760.07B
1.08N,760.25B
1.08N,760.43B
1.08N,760.61B
1.08N,760.79B
1.08N,761.49B
1.08N,761.67B
1.08N,761.85B
1.08N,762.04B
1.08N,762.22B
1.08N,762.63B
1.08N,762.81B
1.08N,762.99B
1.08N,763.17B
1.08N,763.35B
1.08N,764.40B
1.08N,764.58B
1.08N,764.76B
1.11N,772.59B
1.11N,772.77B
1.11N,773.19B
1.11N,773.38B
1.11N,773.56B
1.11N,773.74B
1.11N,773.93B
1.21N,786.30B
1.21N,786.48B
1.21N,786.67B
1.21N,786.86B
1.21N,787.04B
1.21N,787.47B
1.25N,795.53B
1.25N,795.72B
1.25N,795.91B
1.25N,796.10B
1.25N,796.83B
1.25N,797.02B
1.25N,797.21B
1.25N,797.40B
1.25N,797.59B
1.25N,798.16B
1.25N,798.35B
1.25N,798.54B
1.25N,798.73B
1.39N,798.92B
1.39N,799.65B
1.39N,799.84B
1.39N,800.03B
1.39N,800.22B
1.39N,800.41B
1.39N,800.84B
1.39N,801.03B
1.39N,801.22B
1.39N,801.41B
1.39N,801.60B
1.44N,806.35B
1.44N,806.54B
1.44N,806.73B
1.44N,806.92B
1.44N,807.11B
1.45N,807.54B
1.48N,815.81B
1.48N,816.01B
1.48N,816.20B
1.48N,816.39B
1.52N,817.75B
1.52N,817.94B
1.52N,818.13B
1.52N,818.32B
1.52N,818.52B
1.52N,818.96B
1.52N,819.15B
1.52N,819.34B
1.52N,819.54B
1.52N,819.73B
1.52N,820.48B
1.52N,820.68B
1.52N,820.87B
1.52N,821.06B
1.52N,821.26B
1.52N,821.70B
1.52N,821.89B
1.52N,822.08B
1.52N,822.28B
1.52N,822.47B
1.61N,827.34B
1.61N,827.54B
1.61N,827.73B
1.61N,827.93B
1.61N,828.12B
1.61N,828.71B
1.61N,828.91B
1.61N,829.10B
1.62N,829.30B
1.62N,829.50B
1.62N,830.25B
1.62N,830.45B
1.62N,830.64B
1.62N,830.84B
1.62N,831.03B
1.62N,831.48B
1.62N,831.68B
1.62N,831.87B
1.62N,832.07B
1.62N,832.26B
1.62N,833.02B
1.62N,833.22B
1.62N,833.41B
1.62N,833.61B
1.62N,833.81B
1.62N,834.25B
1.62N,834.45B
1.62N,834.64B
1.62N,834.84B
1.68N,843.39B
1.74N,848.75B
1.74N,848.95B
1.74N,849.14B
1.74N,849.34B
1.99N,858.04B
1.99N,858.50B
1.99N,858.70B
1.99N,858.90B
1.99N,859.10B
1.99N,859.30B
2.03N,868.69B
2.03N,868.89B
2.03N,869.09B
2.03N,869.30B
2.04N,869.50B
2.04N,869.97B
2.04N,870.17B
2.04N,870.37B
2.09N,879.28B
2.09N,879.49B
2.09N,880.29B
2.09N,880.50B
2.09N,880.70B
2.09N,880.91B
2.09N,881.11B
2.10N,881.74B
2.10N,881.95B
2.10N,882.16B
2.10N,882.36B
2.10N,882.57B
2.22N,887.79B
2.22N,888.00B
2.22N,888.20B
2.22N,888.41B
2.22N,888.62B
2.22N,889.09B
2.22N,889.30B
2.22N,889.51B
2.22N,889.72B
2.22N,889.92B
2.22N,890.73B
2.22N,890.94B
2.22N,891.15B
2.22N,891.36B
2.23N,891.56B
2.23N,892.04B
2.23N,892.25B
2.23N,892.46B
2.23N,892.66B
2.23N,892.87B
2.35N,912.56B
2.35N,912.78B
2.35N,912.99B
2.35N,913.20B
2.35N,913.42B
2.35N,913.90B
2.35N,914.12B
2.35N,914.33B
2.35N,914.54B
2.35N,914.76B
2.44N,920.16B
2.44N,920.38B
2.44N,920.59B
2.44N,920.80B
2.44N,921.02B
2.44N,921.51B
2.44N,921.72B
2.44N,921.94B
2.71N,922.15B
2.71N,922.37B
2.71N,923.20B
2.71N,923.42B
2.71N,923.63B
2.71N,923.85B
2.71N,924.06B
2.72N,924.72B
2.72N,924.93B
2.72N,925.15B
2.72N,925.36B
2.72N,925.58B
2.72N,926.41B
2.72N,926.63B
3.17N,964.20B
3.17N,964.42B
3.17N,964.64B
3.17N,965.16B
3.17N,965.38B
3.18N,965.60B
3.18N,965.83B
3.18N,966.05B
3.44N,981.48B
3.44N,981.71B
3.45N,981.93B
3.45N,982.16B
3.45N,982.39B
3.45N,982.91B
3.45N,983.14B
3.45N,983.37B
3.56N,993.43B
3.56N,993.66B
3.56N,994.99B
3.56N,995.22B
3.56N,995.45B
3.56N,995.68B
3.57N,995.91B
3.57N,996.44B
3.57N,996.67B
3.57N,996.90B
3.57N,997.13B
3.57N,997.36B
3.57N,998.26B
3.57N,998.49B
3.57N,998.72B
3.58N,998.95B
3.58N,999.18B
3.58N,999.71B
3.58N,999.94B
3.65N,1.01T
3.65N,1.01T
3.65N,1.01T
3.78N,1.02T
3.79N,1.02T
3.79N,1.02T
3.79N,1.02T
3.79N,1.02T
3.79N,1.02T
4.28N,1.05T
4.29N,1.05T
4.29N,1.05T
4.29N,1.05T
4.29N,1.05T
4.29N,1.05T
4.29N,1.05T
4.29N,1.05T
4.29N,1.05T
4.30N,1.05T
4.30N,1.05T
4.30N,1.05T
4.30N,1.05T
4.30N,1.05T
4.30N,1.05T
4.30N,1.05T
4.31N,1.05T
4.31N,1.05T
4.31N,1.06T
4.31N,1.06T
4.31N,1.06T
4.31N,1.06T
4.31N,1.06T
4.31N,1.06T
4.65N,1.06T
4.66N,1.06T
4.66N,1.06T
4.66N,1.06T
4.66N,1.06T
4.66N,1.07T
4.66N,1.07T
4.66N,1.07T
4.66N,1.07T
4.67N,1.07T
4.67N,1.07T
4.67N,1.07T
4.79N,1.08T
4.79N,1.08T
4.79N,1.08T
4.94N,1.09T
4.94N,1.09T
4.94N,1.09T
4.95N,1.09T
4.95N,1.09T
4.95N,1.09T
4.95N,1.09T
4.95N,1.09T
4.95N,1.09T
4.95N,1.09T
4.96N,1.09T
4.96N,1.09T
4.96N,1.09T
4.96N,1.09T
4.96N,1.09T
5.14N,1.10T
5.14N,1.10T
5.14N,1.10T
5.14N,1.10T
5.14N,1.10T
5.15N,1.10T
5.71N,1.10T
5.72N,1.10T
5.72N,1.10T
5.72N,1.10T
5.72N,1.10T
5.72N,1.11T
5.90N,1.12T
5.90N,1.12T
5.90N,1.12T
5.91N,1.12T
5.91N,1.12T
5.91N,1.12T
5.91N,1.12T
5.91N,1.12T
5.92N,1.12T
5.92N,1.12T
5.92N,1.12T
5.92N,1.12T
5.92N,1.12T
5.93N,1.12T
5.93N,1.12T
6.58N,1.12T
6.58N,1.12T
6.59N,1.12T
6.96N,1.13T
6.96N,1.13T
6.96N,1.13T
6.96N,1.13T
6.97N,1.13T
6.97N,1.13T
6.97N,1.13T
6.97N,1.13T
6.97N,1.13T
6.98N,1.13T
6.98N,1.13T
6.98N,1.13T
6.98N,1.13T
6.98N,1.13T
7.13N,1.15T
7.13N,1.15T
7.14N,1.15T
7.14N,1.15T
7.14N,1.15T
7.14N,1.15T
7.14N,1.15T
7.15N,1.15T
7.15N,1.15T
7.15N,1.15T
7.34N,1.16T
7.34N,1.16T
7.34N,1.16T
7.34N,1.16T
7.34N,1.16T
7.35N,1.16T
7.61N,1.17T
7.61N,1.17T
7.61N,1.17T
7.61N,1.17T
7.61N,1.17T
7.62N,1.17T
7.62N,1.17T
7.62N,1.17T
7.86N,1.18T
7.86N,1.18T
8.77N,1.23T
8.77N,1.23T
8.78N,1.23T
8.78N,1.23T
8.78N,1.24T
8.78N,1.24T
8.79N,1.24T
8.79N,1.24T
8.79N,1.24T
8.79N,1.24T
8.80N,1.24T
8.80N,1.24T
8.80N,1.24T
8.80N,1.24T
8.81N,1.24T
8.81N,1.24T
8.81N,1.24T
8.81N,1.24T
8.82N,1.24T
8.82N,1.24T
9.32N,1.25T
9.32N,1.25T
9.32N,1.25T
9.33N,1.25T
9.33N,1.25T
9.33N,1.25T
9.34N,1.25T
9.34N,1.25T
9.34N,1.25T
9.34N,1.25T
9.35N,1.25T
9.35N,1.25T
9.35N,1.25T
9.36N,1.25T
9.36N,1.25T
9.36N,1.25T
9.65N,1.27T
9.65N,1.27T
9.66N,1.27T
9.66N,1.27T
9.66N,1.27T
9.67N,1.27T
9.67N,1.27T
9.67N,1.27T
9.67N,1.27T
9.68N,1.27T
9.68N,1.27T
9.68N,1.27T
9.69N,1.27T
9.69N,1.27T
10.04N,1.28T
10.04N,1.28T
10.04N,1.28T
10.05N,1.28T
10.05N,1.28T
10.05N,1.28T
10.31N,1.30T
10.31N,1.30T
10.32N,1.30T
10.32N,1.30T
10.33N,1.30T
10.33N,1.30T
10.33N,1.30T
10.33N,1.30T
10.34N,1.30T
10.34N,1.30T
10.34N,1.30T
10.34N,1.30T
10.35N,1.30T
10.35N,1.30T
10.36N,1.30T
10.36N,1.30T
10.36N,1.30T
10.36N,1.30T
10.37N,1.30T
10.37N,1.30T
10.37N,1.30T
10.38N,1.30T
10.38N,1.30T
10.38N,1.30T
10.97N,1.31T
11.54N,1.34T
11.55N,1.34T
11.55N,1.34T
11.55N,1.34T
11.56N,1.34T
11.56N,1.34T
11.56N,1.34T
11.56N,1.34T
11.57N,1.34T
11.57N,1.34T
11.58N,1.34T
11.58N,1.34T
11.58N,1.34T
11.58N,1.34T
11.59N,1.34T
12.87N,1.35T
12.87N,1.35T
12.87N,1.35T
12.88N,1.35T
13.15N,1.35T
13.16N,1.35T
13.16N,1.35T
13.16N,1.35T
13.17N,1.35T
13.17N,1.35T
13.18N,1.35T
13.18N,1.35T
13.18N,1.35T
13.18N,1.35T
13.65N,1.36T
13.66N,1.36T
13.66N,1.36T
13.66N,1.36T
13.67N,1.36T
13.67N,1.36T
13.68N,1.36T
15.46N,1.40T
17.16N,1.40T
17.17N,1.40T
17.18N,1.40T
17.18N,1.40T
17.18N,1.41T
17.19N,1.41T
17.19N,1.41T
17.20N,1.41T
17.21N,1.41T
17.21N,1.41T
17.66N,1.42T
17.66N,1.42T
18.22N,1.44T
18.22N,1.44T
18.23N,1.44T
18.23N,1.44T
18.24N,1.44T
18.24N,1.44T
18.25N,1.44T
18.25N,1.44T
18.26N,1.44T
18.26N,1.44T
19.30N,1.45T
19.30N,1.45T
19.30N,1.45T
19.31N,1.45T
19.31N,1.45T
19.32N,1.45T
19.33N,1.45T
19.33N,1.45T
19.34N,1.45T
19.34N,1.45T
19.36N,1.45T
19.37N,1.45T
19.37N,1.46T
19.38N,1.46T
19.38N,1.46T
19.39N,1.46T
19.39N,1.46T
19.40N,1.46T
19.40N,1.46T
19.41N,1.46T
19.42N,1.46T
19.42N,1.46T
19.43N,1.46T
19.43N,1.46T
22.64N,1.52T
22.65N,1.52T
22.65N,1.52T
22.66N,1.52T
22.66N,1.52T
22.67N,1.52T
23.48N,1.53T
23.48N,1.53T
23.49N,1.53T
23.49N,1.53T
23.50N,1.53T
23.51N,1.53T
23.52N,1.53T
23.52N,1.53T
23.53N,1.53T
23.54N,1.53T
23.55N,1.54T
23.55N,1.54T
23.56N,1.54T
23.57N,1.54T
23.57N,1.54T
23.58N,1.54T
23.59N,1.54T
23.59N,1.54T
24.08N,1.55T
24.08N,1.55T
24.10N,1.56T
24.10N,1.56T
24.11N,1.56T
24.12N,1.56T
24.12N,1.56T
24.13N,1.56T
24.14N,1.56T
24.14N,1.56T
24.15N,1.56T
24.15N,1.56T
31.72N,1.67T
31.73N,1.68T
31.74N,1.68T
31.74N,1.68T
31.75N,1.68T
31.76N,1.68T
31.77N,1.68T
31.78N,1.68T
31.79N,1.68T
31.79N,1.68T
31.81N,1.68T
31.82N,1.68T
31.83N,1.68T
31.83N,1.68T
31.84N,1.68T
31.85N,1.68T
31.86N,1.68T
31.87N,1.68T
31.88N,1.68T
31.88N,1.68T
31.90N,1.69T
31.91N,1.69T
31.92N,1.69T
31.93N,1.69T
32.92N,1.70T
32.94N,1.70T
32.95N,1.71T
32.95N,1.71T
32.96N,1.71T
32.97N,1.71T
34.14N,1.72T
34.15N,1.72T
34.16N,1.72T
34.17N,1.72T
34.18N,1.72T
37.95N,1.72T
37.96N,1.72T
37.97N,1.72T
37.98N,1.72T
37.98N,1.72T
38.01N,1.72T
38.02N,1.72T
38.02N,1.72T
38.03N,1.72T
38.04N,1.72T
38.06N,1.72T
38.07N,1.72T
39.25N,1.74T
39.26N,1.74T
39.27N,1.74T
39.31N,1.75T
39.32N,1.75T
39.33N,1.75T
39.34N,1.75T
39.35N,1.75T
39.36N,1.75T
39.37N,1.75T
39.38N,1.75T
39.39N,1.75T
39.40N,1.75T
41.63N,1.76T
41.64N,1.76T
41.65N,1.76T
41.66N,1.76T
41.67N,1.76T
41.69N,1.76T
41.70N,1.76T
41.71N,1.76T
41.72N,1.76T
41.73N,1.76T
41.75N,1.76T
41.76N,1.77T
42.84N,1.78T
42.85N,1.78T
42.86N,1.78T
42.89N,1.79T
42.90N,1.79T
42.91N,1.79T
42.92N,1.79T
42.93N,1.79T
42.96N,1.79T
42.97N,1.79T
42.98N,1.79T
42.99N,1.79T
43.00N,1.79T
43.01N,1.79T
43.02N,1.79T
43.03N,1.79T
43.04N,1.79T
43.05N,1.79T
44.59N,1.80T
44.60N,1.80T
44.61N,1.80T
44.62N,1.80T
44.63N,1.80T
45.55N,1.82T
45.57N,1.82T
45.58N,1.82T
45.59N,1.82T
45.60N,1.83T
51.71N,1.83T
51.72N,1.83T
51.73N,1.83T
51.74N,1.83T
51.75N,1.83T
51.77N,1.83T
51.79N,1.83T
51.80N,1.83T
51.81N,1.83T
51.82N,1.83T
51.85N,1.83T
51.86N,1.83T
51.88N,1.83T
51.89N,1.83T
51.90N,1.84T
51.92N,1.84T
51.93N,1.84T
51.94N,1.84T
53.56N,1.86T
53.57N,1.86T
56.61N,1.87T
56.62N,1.87T
56.63N,1.87T
56.65N,1.87T
56.66N,1.87T
56.70N,1.87T
56.71N,1.87T
56.72N,1.87T
56.74N,1.87T
56.75N,1.87T
58.53N,1.89T
58.54N,1.89T
58.56N,1.89T
58.57N,1.89T
58.58N,1.89T
58.61N,1.89T
58.62N,1.90T
58.63N,1.90T
58.65N,1.90T
58.66N,1.90T
58.69N,1.90T
58.71N,1.90T
58.72N,1.90T
58.73N,1.90T
60.26N,1.92T
60.28N,1.92T
60.29N,1.92T
60.31N,1.92T
60.32N,1.92T
60.34N,1.92T
62.52N,1.93T
62.53N,1.93T
62.55N,1.93T
62.56N,1.93T
62.58N,1.93T
62.60N,1.94T
62.61N,1.94T
62.63N,1.94T
70.79N,2.00T
70.80N,2.00T
70.84N,2.00T
70.86N,2.00T
70.88N,2.00T
70.89N,2.00T
70.91N,2.00T
70.94N,2.00T
70.95N,2.00T
70.97N,2.00T
70.99N,2.00T
71.00N,2.00T
71.04N,2.00T
71.06N,2.00T
71.08N,2.00T
71.09N,2.00T
78.93N,2.01T
78.98N,2.01T
79.00N,2.01T
79.02N,2.01T
79.03N,2.01T
79.05N,2.01T
83.53N,2.02T
83.55N,2.02T
83.57N,2.02T
83.59N,2.02T
83.61N,2.02T
83.64N,2.02T
83.66N,2.02T
83.68N,2.02T
83.70N,2.02T
83.72N,2.02T
83.77N,2.03T
83.79N,2.03T
83.81N,2.03T
83.83N,2.03T
83.85N,2.03T
83.88N,2.03T
83.90N,2.03T
83.92N,2.03T
83.94N,2.03T
83.96N,2.03T
93.69N,2.12T
93.71N,2.12T
95.65N,2.14T
95.67N,2.14T
95.69N,2.14T
95.73N,2.14T
95.75N,2.14T
95.77N,2.14T
95.79N,2.14T
95.82N,2.14T
99.23N,2.16T
99.25N,2.16T
102.33N,2.18T
105.50N,2.20T
105.53N,2.20T
105.57N,2.20T
124.55N,2.34T
124.58N,2.34T
124.61N,2.34T
124.64N,2.34T
124.71N,2.34T
124.73N,2.34T
124.76N,2.34T
124.79N,2.34T
124.82N,2.34T
124.90N,2.34T
124.93N,2.34T
124.95N,2.34T
124.98N,2.34T
125.01N,2.34T
125.08N,2.35T
125.11N,2.35T
125.14N,2.35T
125.17N,2.35T
125.20N,2.35T
125.25N,2.35T
125.27N,2.35T
125.30N,2.35T
125.33N,2.35T
125.36N,2.35T
132.47N,2.37T
132.50N,2.37T
132.53N,2.37T
132.56N,2.37T
132.59N,2.37T
132.64N,2.37T
132.67N,2.37T
132.70N,2.37T
132.73N,2.37T
132.76N,2.37T
132.91N,2.37T
132.94N,2.37T
132.97N,2.38T
133.00N,2.38T
133.03N,2.38T
133.08N,2.38T
133.11N,2.38T
133.14N,2.38T
133.17N,2.38T
133.20N,2.38T
133.28N,2.38T
133.31N,2.38T
133.34N,2.38T
133.37N,2.38T
133.40N,2.38T
133.45N,2.38T
133.48N,2.39T
133.51N,2.39T
133.54N,2.39T
133.57N,2.39T
138.33N,2.40T
138.36N,2.40T
138.39N,2.40T
138.42N,2.40T
138.45N,2.40T
138.54N,2.40T
138.57N,2.40T
138.60N,2.41T
138.63N,2.41T
138.66N,2.41T
138.74N,2.41T
138.77N,2.41T
154.07N,2.41T
154.11N,2.41T
154.14N,2.41T
154.20N,2.41T
154.24N,2.41T
154.27N,2.41T
158.27N,2.44T
158.31N,2.44T
158.40N,2.44T
158.43N,2.44T
158.47N,2.44T
158.51N,2.44T
158.54N,2.44T
158.60N,2.44T
184.78N,2.54T
184.82N,2.54T
184.86N,2.54T
184.90N,2.54T
199.48N,2.56T
199.53N,2.56T
199.57N,2.56T
199.62N,2.56T
199.67N,2.56T
199.74N,2.56T
205.94N,2.59T
205.99N,2.59T
206.03N,2.59T
210.28N,2.62T
210.40N,2.62T
210.45N,2.62T
210.49N,2.62T
233.70N,2.62T
233.76N,2.62T
233.84N,2.62T
233.90N,2.62T
233.95N,2.62T
234.00N,2.63T
234.06N,2.63T
234.19N,2.63T
234.24N,2.63T
234.30N,2.63T
234.35N,2.63T
234.40N,2.63T
234.54N,2.63T
234.60N,2.63T
234.65N,2.63T
234.70N,2.63T
234.76N,2.63T
243.11N,2.65T
243.16N,2.65T
243.22N,2.65T
243.28N,2.65T
243.33N,2.65T
243.42N,2.65T
243.48N,2.65T
243.53N,2.65T
243.59N,2.65T
243.64N,2.66T
243.78N,2.66T
243.84N,2.66T
243.89N,2.66T
243.95N,2.66T
244.00N,2.66T
244.09N,2.66T
244.15N,2.66T
244.21N,2.66T
244.26N,2.66T
244.32N,2.66T
244.58N,2.67T
244.64N,2.67T
244.69N,2.67T
244.75N,2.67T
244.80N,2.67T
244.89N,2.67T
244.95N,2.67T
245.01N,2.67T
245.06N,2.67T
245.12N,2.67T
265.66N,2.72T
265.72N,2.72T
265.78N,2.72T
265.84N,2.72T
265.90N,2.72T
266.00N,2.72T
266.06N,2.72T
266.12N,2.72T
266.18N,2.72T
266.24N,2.72T
266.39N,2.72T
266.45N,2.72T
266.51N,2.72T
266.57N,2.73T
266.63N,2.73T
266.79N,2.73T
266.85N,2.73T
266.91N,2.73T
266.97N,2.73T
275.25N,2.76T
275.40N,2.76T
275.46N,2.76T
275.53N,2.76T
275.59N,2.76T
275.65N,2.76T
275.75N,2.76T
275.82N,2.76T
275.88N,2.76T
275.94N,2.76T
276.00N,2.77T
285.82N,2.78T
285.89N,2.78T
285.95N,2.78T
286.02N,2.78T
286.08N,2.78T
286.19N,2.79T
286.25N,2.79T
286.32N,2.79T
286.38N,2.79T
323.69N,2.87T
351.26N,2.96T
351.34N,2.96T
351.42N,2.96T
351.50N,2.97T
351.58N,2.97T
351.71N,2.97T
351.79N,2.97T
351.87N,2.97T
351.95N,2.97T
352.03N,2.97T
352.22N,2.97T
352.30N,2.97T
352.38N,2.97T
352.46N,2.97T
352.54N,2.98T
352.67N,2.98T
359.94N,3.01T
360.02N,3.01T
360.10N,3.01T
360.18N,3.01T
380.59N,3.03T
380.68N,3.03T
380.77N,3.03T
380.85N,3.03T
380.94N,3.03T
381.16N,3.03T
381.25N,3.03T
381.33N,3.03T
381.42N,3.03T
381.51N,3.03T
381.72N,3.04T
381.80N,3.04T
391.69N,3.07T
391.78N,3.07T
391.87N,3.07T
392.02N,3.07T
392.11N,3.07T
392.19N,3.07T
392.28N,3.07T
392.37N,3.07T
392.59N,3.08T
392.68N,3.08T
392.77N,3.08T
392.85N,3.08T
392.94N,3.08T
393.09N,3.08T
393.18N,3.08T
393.27N,3.08T
393.35N,3.08T
393.44N,3.08T
407.65N,3.10T
407.74N,3.10T
452.69N,3.10T
452.79N,3.10T
452.89N,3.10T
453.06N,3.11T
453.16N,3.11T
453.27N,3.11T
453.37N,3.11T
453.47N,3.11T
453.72N,3.11T
453.82N,3.11T
467.88N,3.14T
467.99N,3.14T
519.58N,3.14T
519.78N,3.15T
519.89N,3.15T
520.01N,3.15T
520.13N,3.15T
520.24N,3.15T
520.53N,3.15T
520.65N,3.15T
520.77N,3.15T
520.88N,3.15T
521.00N,3.15T
521.31N,3.16T
521.42N,3.16T
521.54N,3.16T
521.66N,3.16T
521.77N,3.16T
551.34N,3.18T
551.46N,3.18T
551.59N,3.18T
551.71N,3.18T
551.84N,3.18T
552.04N,3.18T
552.16N,3.18T
552.29N,3.18T
552.41N,3.18T
552.54N,3.18T
552.84N,3.19T
552.96N,3.19T
553.09N,3.19T
553.21N,3.19T
570.37N,3.22T
570.58N,3.22T
570.71N,3.22T
570.84N,3.22T
570.96N,3.23T
571.09N,3.23T
583.38N,3.23T
583.51N,3.23T
583.64N,3.23T
583.78N,3.23T
598.89N,3.27T
599.11N,3.27T
599.25N,3.27T
599.38N,3.27T
599.52N,3.27T
599.65N,3.27T
620.98N,3.29T
621.12N,3.29T
621.26N,3.29T
621.40N,3.29T
621.54N,3.29T
621.77N,3.29T
621.90N,3.29T
622.04N,3.29T
622.18N,3.30T
622.32N,3.30T
622.66N,3.30T
622.80N,3.30T
622.94N,3.30T
635.77N,3.33T
635.91N,3.33T
636.29N,3.34T
636.43N,3.34T
636.57N,3.34T
636.71N,3.34T
636.86N,3.34T
637.20N,3.34T
637.35N,3.34T
637.49N,3.34T
637.63N,3.34T
637.77N,3.35T
638.01N,3.35T
638.15N,3.35T
638.29N,3.35T
638.44N,3.35T
638.58N,3.35T
674.76N,3.37T
674.91N,3.37T
675.06N,3.37T
675.21N,3.37T
675.36N,3.37T
696.38N,3.41T
696.54N,3.41T
696.69N,3.41T
696.85N,3.41T
697.00N,3.41T
697.73N,3.41T
697.89N,3.41T
698.05N,3.42T
698.20N,3.42T
698.36N,3.42T
698.61N,3.42T
698.77N,3.42T
698.92N,3.42T
699.08N,3.42T
699.24N,3.42T
699.62N,3.42T
699.77N,3.43T
699.93N,3.43T
700.09N,3.43T
700.24N,3.43T
700.50N,3.43T
700.65N,3.43T
700.81N,3.43T
700.97N,3.43T
701.12N,3.43T
726.06N,3.45T
726.22N,3.45T
726.38N,3.45T
726.54N,3.45T
726.70N,3.45T
727.13N,3.46T
745.95N,3.49T
746.12N,3.49T
746.28N,3.49T
746.45N,3.49T
746.86N,3.50T
747.02N,3.50T
747.19N,3.50T
747.36N,3.50T
747.52N,3.50T
747.79N,3.50T
747.96N,3.50T
748.13N,3.50T
771.32N,3.54T
771.49N,3.54T
771.91N,3.54T
857.02N,3.54T
857.21N,3.54T
857.40N,3.54T
857.59N,3.55T
857.90N,3.55T
858.09N,3.55T
858.28N,3.55T
858.47N,3.55T
858.66N,3.55T
1.01D,3.72T
1.01D,3.72T
1.01D,3.72T
1.01D,3.72T
1.01D,3.72T
1.01D,3.72T
1.01D,3.72T
1.01D,3.73T
1.01D,3.73T
1.01D,3.73T
1.01D,3.73T
1.01D,3.73T
1.02D,3.73T
1.02D,3.73T
1.02D,3.73T
1.02D,3.73T
1.02D,3.74T
1.02D,3.74T
1.02D,3.74T
1.02D,3.74T
1.02D,3.74T
1.02D,3.74T
1.02D,3.74T
1.02D,3.74T
1.02D,3.74T
1.02D,3.75T
1.02D,3.75T
1.02D,3.75T
1.19D,3.90T
1.19D,3.90T
1.25D,3.96T
1.26D,3.96T
1.26D,3.96T
1.26D,3.97T
1.26D,3.97T
1.26D,3.97T
1.26D,3.97T
1.26D,3.97T
1.26D,3.97T
1.26D,3.97T
1.42D,4.09T
1.42D,4.09T
1.42D,4.10T
1.42D,4.10T
1.42D,4.10T
1.42D,4.10T
1.58D,4.10T
1.58D,4.10T
1.62D,4.14T
1.62D,4.14T
1.62D,4.15T
1.62D,4.15T
1.62D,4.15T
1.63D,4.15T
1.63D,4.15T
1.63D,4.15T
1.63D,4.15T
1.63D,4.16T
1.63D,4.16T
1.63D,4.16T
1.72D,4.18T
1.72D,4.18T
1.72D,4.18T
1.72D,4.18T
1.72D,4.18T
1.72D,4.19T
1.72D,4.19T
1.72D,4.19T
1.72D,4.19T
1.72D,4.19T
1.72D,4.19T
1.72D,4.19T
1.72D,4.20T
1.73D,4.20T
1.73D,4.20T
1.73D,4.20T
1.73D,4.20T
1.73D,4.20T
1.73D,4.20T
1.73D,4.20T
1.73D,4.21T
1.73D,4.21T
1.78D,4.25T
1.78D,4.25T
1.78D,4.25T
1.78D,4.25T
1.78D,4.26T
1.79D,4.26T
1.79D,4.26T
1.79D,4.26T
1.85D,4.28T
1.85D,4.28T
1.85D,4.28T
1.85D,4.29T
1.85D,4.29T
1.85D,4.29T
1.85D,4.29T
1.85D,4.29T
1.85D,4.29T
1.85D,4.29T
1.89D,4.30T
1.89D,4.30T
1.89D,4.30T
1.89D,4.30T
1.90D,4.30T
1.90D,4.30T
1.90D,4.30T
1.90D,4.31T
1.90D,4.31T
1.90D,4.31T
1.90D,4.31T
1.96D,4.35T
1.96D,4.36T
1.96D,4.36T
1.96D,4.36T
1.96D,4.36T
1.96D,4.36T
1.96D,4.36T
1.96D,4.36T
1.96D,4.36T
2.13D,4.43T
2.13D,4.43T
2.13D,4.43T
2.13D,4.43T
2.13D,4.44T
2.13D,4.44T
2.13D,4.44T
2.13D,4.44T
2.13D,4.44T
2.13D,4.44T
2.37D,4.45T
2.37D,4.45T
2.37D,4.45T
2.37D,4.45T
2.37D,4.45T
2.37D,4.45T
2.37D,4.45T
2.42D,4.50T
2.42D,4.50T
2.42D,4.50T
2.42D,4.50T
2.42D,4.50T
2.42D,4.51T
2.42D,4.51T
2.42D,4.51T
2.42D,4.51T
2.42D,4.51T
2.42D,4.51T
